seqnames,start,end,width,strand,WT1,WT2,WT3,KO1,KO2
chr6,134566838,134567238,401,*,77.74,30.43,37.11,58.91,114.43
chr7,27329324,27329724,401,*,44.25,25.22,30.92,48.66,62.67
chr10,81378470,81378870,401,*,139.93,66.95,95.42,119.1,237.04
chr9,106367642,106368042,401,*,100.46,53.04,57.43,79.4,167.11
chr13,20305644,20306044,401,*,20.33,12.17,15.02,34.58,21.8
chr7,4792684,4793084,401,*,47.84,32.17,35.34,35.86,98.99
chr11,82952555,82952955,401,*,26.31,16.52,24.74,28.17,48.13
chr11,71004297,71004697,401,*,74.15,40.87,48.59,58.91,131.69
chr3,97774871,97775271,401,*,32.29,15.65,20.32,29.45,48.13
chr4,59419181,59419581,401,*,23.92,15.65,13.25,24.33,36.33
chr6,125445301,125445701,401,*,22.72,14.78,14.14,23.05,36.33
chr7,30563059,30563459,401,*,55.02,36.52,36.22,48.66,96.27
chr19,5488986,5489386,401,*,53.82,39.13,47.71,56.35,100.81
chr9,62122529,62122929,401,*,124.38,61.73,76.87,94.77,217.97
chr3,8593881,8594281,401,*,20.33,8.69,10.6,25.61,22.71
chr1,136466078,136466478,401,*,69.37,41.74,41.53,66.59,105.35
chr5,129724874,129725274,401,*,82.52,43.47,45.06,75.56,119.88
chr7,19024091,19024491,401,*,94.48,59.13,72.45,76.84,187.09
chr7,145283054,145283454,401,*,31.1,26.95,21.2,38.42,49.04
chr6,87009720,87010120,401,*,46.64,33.91,35.34,40.98,90.82
chr18,68062021,68062421,401,*,14.35,20,15.02,25.61,31.79
chr11,5061786,5062186,401,*,63.39,30.43,56.55,51.23,128.06
chr11,69846351,69846751,401,*,40.66,30.43,39.76,48.66,73.56
chr4,138216937,138217337,401,*,72.96,35.65,68.03,57.63,155.3
chr10,91138268,91138668,401,*,33.49,15.65,14.14,38.42,34.51
chr14,57890200,57890600,401,*,126.77,57.39,60.08,94.77,197.99
chr13,38528016,38528416,401,*,65.78,35.65,56.55,73,104.44
chr10,80433887,80434287,401,*,86.11,64.34,65.38,102.45,133.51
chr10,63023766,63024166,401,*,113.62,97.38,75.1,112.7,212.52
chr7,127912269,127912669,401,*,22.72,13.91,22.97,20.49,49.04
chr15,77842124,77842524,401,*,157.87,84.34,93.65,139.59,251.57
chr15,57921346,57921746,401,*,40.66,17.39,15.02,35.86,49.04
chr7,46795567,46795967,401,*,80.13,52.17,53.89,78.12,130.78
chr12,21208295,21208695,401,*,16.74,10.43,21.2,21.77,35.42
chr1,136007867,136008267,401,*,56.21,43.47,37.11,62.75,88.1
chr2,127182759,127183159,401,*,35.88,23.48,30.92,37.14,63.57
chr5,113180136,113180536,401,*,34.68,14.78,27.39,32.02,56.31
chr12,73881454,73881854,401,*,25.12,10.43,22.09,26.89,39.96
chr19,8984420,8984820,401,*,62.19,40,43.29,70.44,89.91
chr13,55513277,55513677,401,*,23.92,17.39,34.46,29.45,58.13
chr5,64959891,64960291,401,*,20.33,13.91,16.79,17.93,41.78
chr7,28811159,28811559,401,*,19.14,18.26,32.69,24.33,58.13
chr6,81923462,81923862,401,*,62.19,40,41.53,60.19,100.81
chr13,56197467,56197867,401,*,20.33,12.17,35.34,23.05,59.94
chr7,28796609,28797009,401,*,29.9,20,25.62,25.61,60.85
chr13,96542408,96542808,401,*,161.46,74.78,71.57,149.83,212.52
chr5,138263812,138264212,401,*,55.02,20,30.04,37.14,89
chr10,81129359,81129759,401,*,20.33,6.96,25.62,26.89,37.24
chr15,35937981,35938381,401,*,28.7,24.35,15.9,28.17,49.95
chr1,88701999,88702399,401,*,82.52,56.52,57.43,88.36,128.96
chr4,120924865,120925265,401,*,69.37,35.65,28.27,64.03,89.91
chr15,98831300,98831700,401,*,74.15,46.08,55.66,71.72,126.24
chr4,43957197,43957597,401,*,40.66,20,27.39,38.42,60.85
chr8,88362041,88362441,401,*,52.62,33.91,33.57,44.82,91.73
chr5,122318118,122318518,401,*,26.31,23.48,24.74,28.17,55.4
chr11,58938714,58939114,401,*,63.39,28.69,35.34,43.54,108.08
chr7,30072666,30073066,401,*,32.29,13.91,17.67,29.45,43.59
chr10,81136297,81136697,401,*,50.23,29.56,28.27,53.79,66.3
chr11,57686084,57686484,401,*,23.92,16.52,15.9,25.61,38.14
chr17,32321095,32321495,401,*,86.11,48.69,56.55,71.72,148.95
chr8,122611289,122611689,401,*,83.72,58.26,63.61,78.12,154.39
chr16,23591454,23591854,401,*,25.12,10.43,11.49,29.45,26.34
chr14,14869231,14869631,401,*,80.13,31.3,29.16,14.09,34.51
chr6,90550541,90550941,401,*,37.08,17.39,22.97,37.14,49.95
chr4,89381771,89382171,401,*,27.51,8.69,12.37,32.02,26.34
chr13,63877033,63877433,401,*,10.76,12.17,7.07,19.21,19.98
chr9,120582589,120582989,401,*,34.68,38.26,22.09,34.58,74.47
chr17,4907977,4908377,401,*,114.81,53.91,75.98,106.29,175.28
chr4,45408595,45408995,401,*,77.74,37.39,41.53,56.35,128.96
chr6,88084253,88084653,401,*,44.25,30.43,34.46,39.7,83.55
chr7,45872577,45872977,401,*,31.1,11.3,37.11,30.74,65.39
chr4,116464065,116464465,401,*,82.52,38.26,64.5,71.72,144.4
chr4,126103678,126104078,401,*,76.54,57.39,65.38,69.15,158.94
chr6,125131643,125132043,401,*,43.06,25.22,35.34,25.61,100.81
chr11,70230332,70230732,401,*,35.88,27.82,30.92,38.42,66.3
chr10,60706224,60706624,401,*,28.7,14.78,17.67,21.77,49.04
chr6,37463904,37464304,401,*,29.9,33.91,23.86,33.3,65.39
chr5,34336092,34336492,401,*,87.31,39.13,57.43,67.87,148.95
chr5,142401266,142401666,401,*,38.27,13.04,30.92,33.3,63.57
chr17,27839848,27840248,401,*,35.88,30.43,36.22,37.14,78.11
chr7,24442342,24442742,401,*,38.27,27.82,20.32,38.42,58.13
chr16,97897687,97898087,401,*,27.51,13.91,25.62,12.81,10.9
chr15,82127642,82128042,401,*,130.36,64.34,95.42,129.34,202.53
chr6,85333091,85333491,401,*,76.54,39.13,41.53,64.03,117.16
chr5,36464759,36465159,401,*,119.6,72.17,69.8,101.17,200.71
chr6,113638228,113638628,401,*,51.43,21.74,35.34,43.54,81.74
chr16,17807438,17807838,401,*,45.45,30.43,26.51,48.66,64.48
chr9,14758583,14758983,401,*,33.49,16.52,15.9,28.17,47.23
chr4,59254435,59254835,401,*,33.49,17.39,25.62,37.14,48.13
chr6,124805556,124805956,401,*,55.02,33.04,31.81,40.98,98.09
chr17,37050404,37050804,401,*,46.64,18.26,20.32,49.94,48.13
chr7,28311904,28312304,401,*,61,31.3,29.16,60.19,77.2
chr6,134983515,134983915,401,*,52.62,28.69,31.81,43.54,85.37
chr12,85348318,85348718,401,*,27.51,12.17,21.2,32.02,37.24
chr4,128992964,128993364,401,*,74.15,42.6,57.43,79.4,114.43
chr19,36554440,36554840,401,*,108.83,46.08,60.96,85.8,168.93
chr11,98202993,98203393,401,*,45.45,24.35,27.39,35.86,75.38
chr14,70889804,70890204,401,*,40.66,28.69,22.09,40.98,60.85
chr7,80426335,80426735,401,*,33.49,26.08,22.97,39.7,50.86
chr12,111574227,111574627,401,*,83.72,41.74,45.94,70.44,127.15
chr14,33319475,33319875,401,*,20.33,10.43,32.69,30.74,44.5
chr11,75679009,75679409,401,*,64.58,33.04,60.08,49.94,138.96
chr9,64960627,64961027,401,*,43.06,22.61,45.06,35.86,95.36
chr17,5978174,5978574,401,*,28.7,11.3,11.49,26.89,33.6
chr9,108305998,108306398,401,*,101.66,46.08,60.96,71.72,178.01
chr7,45136260,45136660,401,*,37.08,19.13,33.57,37.14,64.48
chr19,37376109,37376509,401,*,58.6,30.43,35.34,48.66,93.55
chr6,32028211,32028611,401,*,38.27,16.52,21.2,42.26,43.59
chr6,125191531,125191931,401,*,95.68,60.86,53.01,87.08,150.76
chr9,42944732,42945132,401,*,35.88,20.87,34.46,44.82,56.31
chr1,62766885,62767285,401,*,27.51,13.04,17.67,25.61,40.87
chr8,125416165,125416565,401,*,20.33,19.13,23.86,21.77,50.86
chr11,76763428,76763828,401,*,34.68,28.69,33.57,34.58,74.47
chr13,21180730,21181130,401,*,27.51,26.95,22.97,30.74,55.4
chr4,128883950,128884350,401,*,21.53,8.69,19.44,14.09,47.23
chr9,62341065,62341465,401,*,57.41,31.3,47.71,40.98,121.7
chr4,148591224,148591624,401,*,118.4,65.21,75.1,94.77,207.07
chr5,138279894,138280294,401,*,76.54,26.95,39.76,55.07,117.16
chr19,40588297,40588697,401,*,53.82,31.3,27.39,40.98,89
chr10,128232067,128232467,401,*,33.49,20.87,31.81,25.61,75.38
chr8,84197419,84197819,401,*,37.08,28.69,37.99,42.26,72.66
chr7,127014379,127014779,401,*,31.1,13.91,19.44,23.05,51.77
chr1,171619020,171619420,401,*,56.21,26.95,22.97,48.66,73.56
chr9,57537361,57537761,401,*,29.9,23.48,29.16,32.02,59.94
chr1,36939685,36940085,401,*,71.76,42.6,60.08,57.63,146.22
chr6,21984919,21985319,401,*,32.29,17.39,21.2,32.02,47.23
chr2,33353432,33353832,401,*,37.08,22.61,18.55,26.89,63.57
chr15,84231818,84232218,401,*,28.7,13.04,15.02,15.37,53.58
chr5,101764881,101765281,401,*,99.27,53.04,83.05,93.49,176.19
chr9,63377713,63378113,401,*,40.66,17.39,32.69,29.45,78.11
chr15,74923424,74923824,401,*,26.31,14.78,16.79,30.74,34.51
chr10,126986638,126987038,401,*,28.7,12.17,10.6,24.33,36.33
chr2,131352732,131353132,401,*,82.52,33.91,49.48,62.75,133.51
chr8,111027574,111027974,401,*,37.08,21.74,20.32,32.02,57.22
chr7,123170538,123170938,401,*,17.94,13.04,9.72,28.17,20.89
chr11,117353179,117353579,401,*,25.12,16.52,22.97,25.61,47.23
chr10,68378148,68378548,401,*,53.82,26.08,31.81,64.03,60.85
chr14,61518681,61519081,401,*,49.04,25.22,23.86,40.98,70.84
chr4,116053633,116054033,401,*,74.15,35.65,35.34,74.28,90.82
chr3,108911544,108911944,401,*,71.76,34.78,45.06,65.31,107.17
chr4,102656533,102656933,401,*,22.72,12.17,7.95,15.37,37.24
chr7,126776681,126777081,401,*,56.21,40.87,45.06,57.63,99.9
chr11,97685637,97686037,401,*,47.84,33.04,36.22,37.14,98.09
chr1,166253914,166254314,401,*,33.49,33.91,24.74,38.42,63.57
chr1,74236244,74236644,401,*,55.02,33.04,62.73,56.35,118.07
chr6,113623799,113624199,401,*,38.27,18.26,22.97,29.45,61.76
chr15,82244288,82244688,401,*,61,21.74,37.99,34.58,115.34
chr5,115506418,115506818,401,*,45.45,23.48,37.11,35.86,87.19
chr19,15984826,15985226,401,*,61,25.22,30.04,42.26,95.36
chr6,83794881,83795281,401,*,87.31,59.99,60.96,84.52,148.04
chr3,27690100,27690500,401,*,33.49,17.39,22.97,35.86,46.32
chr1,93305700,93306100,401,*,25.12,20.87,15.02,21.77,48.13
chr4,41640061,41640461,401,*,95.68,53.91,82.17,79.4,191.63
chr1,35810560,35810960,401,*,40.66,16.52,22.09,35.86,54.49
chr15,102279250,102279650,401,*,47.84,36.52,45.94,49.94,95.36
chr11,102245086,102245486,401,*,23.92,17.39,24.74,26.89,47.23
chr7,64048453,64048853,401,*,31.1,19.13,18.55,28.17,49.04
chr17,23700065,23700465,401,*,71.76,40,45.06,65.31,111.71
chr4,45487754,45488154,401,*,62.19,35.65,34.46,55.07,94.45
chr17,56935369,56935769,401,*,96.87,48.69,67.15,67.87,186.18
chr5,124552591,124552991,401,*,29.9,25.22,29.16,29.45,65.39
chr10,77550952,77551352,401,*,58.6,33.91,42.41,56.35,94.45
chr4,138304481,138304881,401,*,88.5,50.43,61.85,65.31,170.74
chr7,81854959,81855359,401,*,52.62,31.3,37.99,60.19,73.56
chr1,155006536,155006936,401,*,26.31,16.52,22.09,21.77,52.68
chr16,33251189,33251589,401,*,41.86,27.82,38.87,40.98,80.83
chr2,102738789,102739189,401,*,21.53,16.52,19.44,30.74,33.6
chr8,112011946,112012346,401,*,28.7,12.17,15.9,23.05,42.69
chr15,83009507,83009907,401,*,55.02,21.74,28.27,39.7,83.55
chr5,29854345,29854745,401,*,22.72,8.69,20.32,24.33,36.33
chr9,108306590,108306990,401,*,43.06,22.61,29.16,37.14,69.93
chr17,83137739,83138139,401,*,26.31,20.87,12.37,26.89,40.87
chr1,59913866,59914266,401,*,40.66,28.69,32.69,46.1,65.39
chr18,67610684,67611084,401,*,69.37,33.04,50.36,74.28,97.18
chr11,88864475,88864875,401,*,68.17,50.43,48.59,57.63,133.51
chr9,65032200,65032600,401,*,50.23,32.17,43.29,43.54,99.9
chrX,133688843,133689243,401,*,53.82,26.95,14.14,10.25,21.8
chr7,92903646,92904046,401,*,28.7,11.3,7.95,26.89,30.88
chr14,7997142,7997542,401,*,50.23,22.61,27.39,46.1,67.21
chr17,57105170,57105570,401,*,47.84,33.91,32.69,46.1,80.83
chr16,20548362,20548762,401,*,84.92,40.87,42.41,75.56,117.16
chr12,100520656,100521056,401,*,56.21,21.74,35.34,40.98,92.64
chr1,59237075,59237475,401,*,72.96,30.43,36.22,57.63,105.35
chr6,88465182,88465582,401,*,70.56,36.52,49.48,62.75,115.34
chr6,125333494,125333894,401,*,32.29,23.48,29.16,43.54,49.04
chr7,142919219,142919619,401,*,26.31,15.65,23.86,30.74,42.69
chr9,107587399,107587799,401,*,95.68,61.73,67.15,87.08,166.2
chr8,124949194,124949594,401,*,90.9,34.78,58.31,62.75,159.84
chr16,94313257,94313657,401,*,70.56,37.39,45.94,48.66,133.51
chr4,127022050,127022450,401,*,51.43,33.04,42.41,47.38,95.36
chr11,80779923,80780323,401,*,47.84,20.87,29.16,43.54,67.21
chr17,26123256,26123656,401,*,34.68,26.95,24.74,32.02,64.48
chr2,158794526,158794926,401,*,126.77,59.13,68.03,99.89,197.99
chr18,50053230,50053630,401,*,55.02,30.43,33.57,58.91,72.66
chr6,53045509,53045909,401,*,33.49,18.26,15.02,29.45,46.32
chr4,117550083,117550483,401,*,116.01,43.47,58.31,93.49,164.38
chr17,27635102,27635502,401,*,49.04,33.91,32.69,33.3,102.63
chr18,23415121,23415521,401,*,27.51,17.39,10.6,39.7,25.43
chr18,4375402,4375802,401,*,43.06,25.22,22.09,32.02,71.75
chr5,147860392,147860792,401,*,29.9,30.43,35.34,37.14,69.02
chr17,87281989,87282389,401,*,57.41,38.26,28.27,57.63,80.83
chr3,145653243,145653643,401,*,56.21,26.08,23.86,51.23,69.93
chr17,8195611,8196011,401,*,38.27,17.39,19.44,33.3,51.77
chr12,84285130,84285530,401,*,62.19,46.08,37.11,43.54,128.06
chr12,59131193,59131593,401,*,147.11,68.69,44.18,145.99,166.2
chr11,45795663,45796063,401,*,26.31,11.3,14.14,20.49,39.96
chr8,83652351,83652751,401,*,94.48,59.13,65.38,90.93,153.49
chr14,25841925,25842325,401,*,45.45,24.35,30.04,34.58,79.92
chr1,131276822,131277222,401,*,35.88,23.48,20.32,39.7,48.13
chr9,121277510,121277910,401,*,65.78,30.43,34.46,60.19,88.1
chr18,35498717,35499117,401,*,71.76,46.08,44.18,53.79,134.41
chr19,5087873,5088662,790,*,96.87,67.82,75.1,84.52,188.91
chr11,70000342,70000742,401,*,52.62,42.6,36.22,42.26,108.98
chr7,25297376,25297776,401,*,34.68,20.87,27.39,33.3,59.03
chr9,105131617,105132017,401,*,89.7,40,57.43,73,144.4
chr1,180365161,180365561,401,*,43.06,30.43,36.22,37.14,87.19
chr6,90369336,90369736,401,*,149.5,77.38,62.73,129.34,209.8
chr7,35171868,35172268,401,*,26.31,12.17,16.79,20.49,43.59
chr2,128125775,128126175,401,*,95.68,58.26,52.13,75.56,162.57
chr9,59750762,59751162,401,*,90.9,53.04,83.05,84.52,175.28
chr17,46680796,46681196,401,*,88.5,58.26,70.68,87.08,155.3
chr6,88518701,88519101,401,*,120.79,78.25,75.98,112.7,197.08
chr5,136083696,136084096,401,*,72.96,40,37.11,61.47,109.89
chr19,55713952,55714352,401,*,17.94,10.43,17.67,29.45,24.52
chr16,94724256,94724656,401,*,71.76,32.17,48.59,67.87,105.35
chr7,49633401,49633801,401,*,33.49,14.78,19.44,29.45,47.23
chr4,132329347,132329747,401,*,40.66,26.08,27.39,29.45,79.01
chr2,128943715,128944115,401,*,75.35,37.39,50.36,67.87,117.16
chr8,123982770,123983170,401,*,77.74,30.43,46.83,53.79,131.69
chr8,111343200,111343600,401,*,32.29,18.26,16.79,23.05,54.49
chr12,80853584,80853984,401,*,27.51,19.13,19.44,23.05,51.77
chr2,26744347,26744747,401,*,29.9,13.91,23.86,21.77,57.22
chr7,100121352,100121752,401,*,46.64,15.65,30.04,37.14,70.84
chr1,191125892,191126292,401,*,34.68,31.3,24.74,32.02,69.93
chr5,36830492,36830892,401,*,58.6,39.13,40.64,56.35,97.18
chr6,117431405,117431805,401,*,87.31,28.69,47.71,73,120.79
chr4,152138508,152138908,401,*,65.78,34.78,44.18,56.35,108.08
chr9,107629086,107629486,401,*,33.49,21.74,23.86,29.45,59.03
chr2,127008514,127008914,401,*,31.1,18.26,28.27,24.33,65.39
chr2,26503626,26504026,401,*,68.17,26.08,42.41,55.07,104.44
chr3,51277269,51277669,401,*,41.86,22.61,35.34,42.26,69.02
chr4,139380372,139380772,401,*,82.52,40,50.36,60.19,142.59
chr8,90955199,90955599,401,*,28.7,9.56,9.72,25.61,31.79
chr4,122853613,122854013,401,*,34.68,25.22,20.32,29.45,60.85
chr15,74709147,74709547,401,*,55.02,21.74,30.92,39.7,86.28
chr16,15948199,15948599,401,*,68.17,45.21,37.99,33.3,26.34
chr16,91607003,91607403,401,*,39.47,17.39,26.51,25.61,72.66
chr9,108516835,108517235,401,*,53.82,34.78,41.53,39.7,111.71
chr6,134115530,134115930,401,*,31.1,13.91,14.14,32.02,35.42
chr1,57995763,57996163,401,*,88.5,34.78,41.53,74.28,118.07
chr7,127470783,127471183,401,*,50.23,33.91,38.87,53.79,80.83
chr8,84985647,84986047,401,*,82.52,65.21,41.53,89.64,121.7
chr12,3309827,3310227,401,*,111.23,68.69,87.47,108.85,190.72
chr11,6274760,6275160,401,*,39.47,13.91,50.36,34.58,94.45
chr17,47754175,47754575,401,*,29.9,12.17,15.9,34.58,31.79
chr4,99193958,99194358,401,*,51.43,19.13,33.57,47.38,71.75
chr13,34037410,34037810,401,*,47.84,19.13,21.2,30.74,73.56
chr3,105803597,105803997,401,*,46.64,29.56,22.97,49.94,59.94
chr2,160872905,160873305,401,*,66.98,40.87,56.55,61.47,124.42
chr4,135855819,135856219,401,*,100.46,34.78,51.24,64.03,164.38
chr8,80948588,80948988,401,*,47.84,33.04,27.39,61.47,57.22
chr7,133123197,133123597,401,*,58.6,39.13,40.64,58.91,93.55
chr6,135228325,135228725,401,*,27.51,23.48,19.44,32.02,45.41
chr5,110109949,110110349,401,*,62.19,42.6,30.92,81.96,69.02
chr10,80826245,80826645,401,*,162.65,79.12,95.42,149.83,237.95
chr3,66985557,66985957,401,*,47.84,37.39,28.27,55.07,69.02
chr11,60046221,60046621,401,*,78.94,38.26,58.31,70.44,129.87
chr18,69593129,69593529,401,*,35.88,22.61,29.16,39.7,56.31
chr15,83510746,83511146,401,*,52.62,24.35,33.57,37.14,91.73
chr10,121739681,121740081,401,*,88.5,40,46.83,61.47,146.22
chr6,121338113,121338513,401,*,32.29,8.69,25.62,34.58,43.59
chr13,45001478,45001878,401,*,33.49,21.74,25.62,40.98,47.23
chr10,84622279,84622679,401,*,46.64,26.95,22.09,37.14,71.75
chr9,113741191,113741591,401,*,69.37,52.17,51.24,78.12,109.89
chr11,58008643,58009043,401,*,74.15,35.65,57.43,53.79,144.4
chr3,95990377,95990777,401,*,49.04,18.26,28.27,46.1,62.67
chr6,54594983,54595383,401,*,89.7,65.21,72.45,78.12,180.73
chr3,95871337,95871737,401,*,25.12,12.17,22.09,30.74,36.33
chr9,43284278,43284678,401,*,25.12,16.52,25.62,29.45,45.41
chr1,35860744,35861144,401,*,38.27,20,21.2,29.45,60.85
chr5,151190111,151190511,401,*,53.82,30.43,24.74,62.75,59.03
chr11,78984810,78985210,401,*,75.35,36.52,51.24,62.75,124.42
chr2,120731359,120731759,401,*,43.06,25.22,53.01,48.66,89.91
chr16,74411587,74411987,401,*,20.33,14.78,10.6,40.98,15.44
chr10,75517709,75518109,401,*,53.82,18.26,36.22,51.23,73.56
chr18,69571017,69571417,401,*,28.7,8.69,11.49,28.17,29.97
chr11,117959952,117960352,401,*,47.84,31.3,40.64,44.82,89
chr5,100038780,100039180,401,*,98.07,59.99,56.55,93.49,146.22
chr3,88142108,88142508,401,*,113.62,62.6,79.52,96.05,197.08
chr11,87755316,87755716,401,*,74.15,34.78,32.69,60.19,103.54
chr6,125256536,125256936,401,*,25.12,26.95,19.44,35.86,42.69
chr4,132780279,132780679,401,*,20.33,13.91,19.44,20.49,40.87
chr11,29879662,29880062,401,*,17.94,12.17,9.72,26.89,20.89
chr5,114567135,114567535,401,*,88.5,43.47,57.43,75.56,140.77
chr3,95314991,95315391,401,*,56.21,38.26,56.55,57.63,111.71
chr11,62675715,62676115,401,*,31.1,13.04,11.49,16.65,50.86
chr5,76779097,76779497,401,*,44.25,28.69,20.32,40.98,63.57
chr14,56886177,56886577,401,*,53.82,20,22.97,51.23,59.94
chr4,106316015,106316415,401,*,47.84,26.95,42.41,46.1,85.37
chr12,3856110,3856510,401,*,52.62,37.39,25.62,52.51,76.29
chr9,122805290,122805690,401,*,104.05,48.69,43.29,85.8,142.59
chr4,8911498,8911898,401,*,45.45,15.65,21.2,32.02,64.48
chr2,130488608,130489008,401,*,21.53,17.39,21.2,26.89,39.96
chr11,70459643,70460043,401,*,29.9,16.52,24.74,29.45,49.95
chr4,129032675,129033075,401,*,35.88,12.17,14.14,35.86,36.33
chr2,118111534,118111934,401,*,17.94,9.56,15.02,21.77,28.15
chr14,79481265,79481665,401,*,77.74,43.47,45.94,67.87,120.79
chr15,85036794,85037194,401,*,99.27,51.3,63.61,79.4,167.11
chr4,150212405,150212805,401,*,52.62,20.87,32.69,48.66,71.75
chr7,128050789,128051189,401,*,27.51,10.43,21.2,20.49,49.04
chr9,116084034,116084434,401,*,17.94,16.52,17.67,24.33,34.51
chr8,94214295,94214695,401,*,70.56,58.26,55.66,62.75,146.22
chr7,27804597,27804997,401,*,26.31,13.91,19.44,21.77,46.32
chr15,102246922,102247322,401,*,53.82,35.65,38.87,48.66,94.45
chr2,72285509,72285909,401,*,35.88,20,29.16,28.17,69.02
chr19,29361716,29362116,401,*,69.37,46.08,39.76,76.84,93.55
chr12,112950364,112950764,401,*,47.84,23.48,35.34,37.14,85.37
chr5,31361939,31362339,401,*,23.92,9.56,11.49,16.65,37.24
chr12,8547297,8547697,401,*,26.31,12.17,22.09,21.77,48.13
chr12,111159996,111160396,401,*,50.23,32.17,38.87,46.1,89
chr5,53809418,53809818,401,*,38.27,23.48,30.04,38.42,62.67
chr19,4125690,4126090,401,*,72.96,27.82,54.78,58.91,124.42
chr10,128459005,128459405,401,*,52.62,23.48,36.22,35.86,96.27
chr15,78325782,78326182,401,*,27.51,13.91,12.37,16.65,47.23
chr5,135078124,135078524,401,*,27.51,19.13,33.57,24.33,69.02
chr9,67043745,67044145,401,*,96.87,43.47,58.31,76.84,153.49
chr3,88022833,88023233,401,*,22.72,17.39,26.51,16.65,62.67
chr10,94198800,94199200,401,*,49.04,25.22,29.16,39.7,77.2
chr4,139352363,139352763,401,*,29.9,14.78,30.04,25.61,60.85
chr17,24478633,24479033,401,*,44.25,22.61,47.71,35.86,99.9
chr12,91305774,91306174,401,*,22.72,14.78,9.72,30.74,24.52
chr2,168955317,168955717,401,*,92.09,56.52,60.08,89.64,141.68
chr18,60789268,60789668,401,*,23.92,19.13,14.14,33.3,30.88
chr9,75071271,75071671,401,*,88.5,52.17,52.13,78.12,138.96
chr7,30321541,30321941,401,*,21.53,12.17,17.67,25.61,32.7
chr15,101246270,101246670,401,*,102.85,77.38,85.7,101.17,195.26
chr18,82531851,82532251,401,*,44.25,26.95,19.44,44.82,56.31
chr2,30392913,30393313,401,*,40.66,17.39,29.16,33.3,66.3
chr5,124059666,124060066,401,*,26.31,26.08,20.32,33.3,46.32
chr4,45107963,45108363,401,*,62.19,25.22,27.39,49.94,82.65
chr13,88828278,88828678,401,*,37.08,12.17,17.67,47.38,30.88
chr16,20611357,20611757,401,*,57.41,33.91,36.22,42.26,104.44
chr19,5964025,5964425,401,*,33.49,14.78,29.16,28.17,60.85
chr9,95511793,95512193,401,*,138.73,78.25,69.8,129.34,196.17
chr11,115603702,115604102,401,*,58.6,33.04,29.16,43.54,95.36
chr7,105690862,105691262,401,*,46.64,13.91,11.49,39.7,47.23
chr9,64179103,64179503,401,*,37.08,21.74,30.92,33.3,67.21
chr2,124753728,124754128,401,*,32.29,10.43,7.95,24.33,37.24
chr17,32389238,32389638,401,*,51.43,26.95,46.83,42.26,102.63
chr2,152830480,152830880,401,*,50.23,28.69,22.97,39.7,76.29
chr1,37997843,37998243,401,*,61,31.3,30.04,46.1,94.45
chr11,95041256,95041656,401,*,82.52,38.26,66.26,66.59,151.67
chr12,41494662,41495062,401,*,51.43,26.95,22.97,17.93,19.98
chr12,32088620,32089020,401,*,69.37,32.17,22.97,15.37,29.06
chr4,40702953,40703353,401,*,74.15,39.13,38.87,57.63,117.16
chr7,112217191,112217591,401,*,23.92,11.3,16.79,25.61,33.6
chr8,111033608,111034008,401,*,83.72,71.3,61.85,94.77,140.77
chr13,54621549,54621949,401,*,41.86,29.56,41.53,29.45,104.44
chr13,43171294,43171694,401,*,57.41,32.17,38.87,44.82,101.72
chr19,6475058,6475458,401,*,29.9,15.65,18.55,24.33,48.13
chr19,38819061,38819461,401,*,86.11,46.95,41.53,88.36,107.17
chr15,93336186,93336586,401,*,41.86,22.61,11.49,38.42,49.95
chr4,102986941,102987341,401,*,22.72,13.04,13.25,26.89,29.06
chr10,75860081,75860481,401,*,64.58,35.65,39.76,53.79,104.44
chr17,47672434,47672834,401,*,31.1,17.39,35.34,34.58,59.94
chr17,50508816,50509216,401,*,29.9,20,29.16,24.33,66.3
chr9,96759095,96759495,401,*,35.88,21.74,17.67,34.58,49.04
chr8,13105429,13105829,401,*,169.83,95.64,110.44,145.99,287.9
chr13,55190206,55190606,401,*,53.82,31.3,46.83,58.91,86.28
chrX,74373157,74373557,401,*,43.06,20.87,16.79,30.74,62.67
chr16,11254217,11254617,401,*,105.25,73.91,79.52,122.94,157.12
chr11,67052435,67052835,401,*,68.17,29.56,43.29,56.35,105.35
chr8,71671594,71671994,401,*,26.31,16.52,22.97,17.93,59.03
chr11,79528001,79528401,401,*,35.88,19.13,22.09,30.74,55.4
chr3,90264943,90265343,401,*,46.64,27.82,30.92,40.98,76.29
chr16,90187474,90187874,401,*,25.12,6.09,13.25,16.65,38.14
chr11,99385845,99386245,401,*,37.08,27.82,24.74,34.58,64.48
chr4,8888327,8888727,401,*,49.04,20.87,14.14,35.86,63.57
chr6,114364664,114365064,401,*,23.92,12.17,23.86,19.21,50.86
chr19,43752878,43753278,401,*,66.98,31.3,51.24,57.63,113.53
chr12,113140260,113140660,401,*,26.31,22.61,38.87,26.89,75.38
chr16,95702198,95702598,401,*,80.13,51.3,46.83,81.96,114.43
chr7,141024763,141025163,401,*,26.31,11.3,7.95,21.77,32.7
chr11,121451701,121452101,401,*,64.58,23.48,34.46,47.38,96.27
chr10,81014803,81015203,401,*,74.15,34.78,53.01,66.59,117.16
chr9,73044638,73045038,401,*,19.14,11.3,8.84,17.93,29.06
chr4,108619733,108620133,401,*,75.35,38.26,47.71,67.87,113.53
chr11,62281225,62281625,401,*,47.84,26.95,30.04,28.17,96.27
chr2,164866915,164867597,683,*,47.84,31.3,45.94,58.91,77.2
